url1,url2,MC NUMBER,legal_name,ISAUTH,US_DOT,url3,telephone,email
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2ACUMEX+LLC%2A&SEARCHTYPE=,MC NUMBER,CUMEX LLC,UNAUTHORIZED,3041665,https://ai.fmcsa.dot.gov/SMS/Carrier/3041665/Overview.aspx?FirstView=True,(954) 687-3470,YOEL_SANCHEZ77@YAHOO.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2AJ+%26+F+CARGO+LLC%2A&SEARCHTYPE=,MC NUMBER,J & F CARGO LLC,UNAUTHORIZED,3541744,https://ai.fmcsa.dot.gov/SMS/Carrier/3541744/Overview.aspx?FirstView=True,(570) 436-1062,BAEZCARGOLLC@GMAIL.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2ARICARDO+A+SANCHEZ%2A&SEARCHTYPE=,MC NUMBER,RICARDO A SANCHEZ,UNAUTHORIZED,2732043,https://ai.fmcsa.dot.gov/SMS/Carrier/2732043/Overview.aspx?FirstView=True,(323) 753-6959,
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2ANEW+FUTURE+MOVING+AND+STORAGE+LLC%2A&SEARCHTYPE=,MC NUMBER,NEW FUTURE MOVING AND STORAGE LLC,UNAUTHORIZED,3574386,https://ai.fmcsa.dot.gov/SMS/Carrier/3574386/Overview.aspx?FirstView=True,(954) 544-1141,MOVINGDISPATCH1@GMAIL.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2AA%2DROCK+SOLID+COMPANY+TOWING%26RECOVERY%2A&SEARCHTYPE=,MC NUMBER,A-ROCK SOLID COMPANY TOWING&RECOVERY,UNAUTHORIZED,3201894,https://ai.fmcsa.dot.gov/SMS/Carrier/3201894/Overview.aspx?FirstView=True,(443) 473-8617,BRITTNEYBEY1@YAHOO.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2AJAMES+LESSLEY+SR%2A&SEARCHTYPE=,MC NUMBER,JAMES LESSLEY SR,UNAUTHORIZED,2578306,https://ai.fmcsa.dot.gov/SMS/Carrier/2578306/Overview.aspx?FirstView=True,(402) 810-0358,SAMOLESSLEY@GMAIL.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2ANAREAL+TIME+LOGISTIC+SERVICES+LLC%2A&SEARCHTYPE=,MC NUMBER,NAREAL TIME LOGISTIC SERVICES LLC,UNAUTHORIZED,2934782,https://ai.fmcsa.dot.gov/SMS/Carrier/2934782/Overview.aspx?FirstView=True,(912) 655-6933,BERNARD_JOHNSON2@HOTMAIL.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2AGENERAL+PRODUCE+DISTRIBUTORS+INC%2A&SEARCHTYPE=,MC NUMBER,GENERAL PRODUCE DISTRIBUTORS INC,UNAUTHORIZED,615640,https://ai.fmcsa.dot.gov/SMS/Carrier/615640/Overview.aspx?FirstView=True,(847) 451-0026,TERRI@GENPRODIST.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2ABIG+MOUNTAIN+INC%2A&SEARCHTYPE=,MC NUMBER,BIG MOUNTAIN INC,UNAUTHORIZED,3276687,https://ai.fmcsa.dot.gov/SMS/Carrier/3276687/Overview.aspx?FirstView=True,(706) 970-9108,BIGMOUNTAIN@WINDSTREAM.NET
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2AOCEAN+FREIGHT+PROS%2A&SEARCHTYPE=,MC NUMBER,OCEAN FREIGHT PROS,UNAUTHORIZED,3283101,https://ai.fmcsa.dot.gov/SMS/Carrier/3283101/Overview.aspx?FirstView=True,(443) 865-2730,S.SCOTT@OCEANFREIGHTPROS
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2APRO+PRODUCTIONS+LLC%2A&SEARCHTYPE=,MC NUMBER,PRO PRODUCTIONS LLC,UNAUTHORIZED,3285655,https://ai.fmcsa.dot.gov/SMS/Carrier/3285655/Overview.aspx?FirstView=True,(314) 584-0307,SPILLSOUL7@GMAIL.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2APAPA+TOWING+SERVICE+LLC%2A&SEARCHTYPE=,MC NUMBER,PAPA TOWING SERVICE LLC,UNAUTHORIZED,3297736,https://ai.fmcsa.dot.gov/SMS/Carrier/3297736/Overview.aspx?FirstView=True,(787) 342-7718,PAPATOWING24@GMAIL.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2AGOVALDES+LLC%2A&SEARCHTYPE=,MC NUMBER,GOVALDES LLC,UNAUTHORIZED,3347695,https://ai.fmcsa.dot.gov/SMS/Carrier/3347695/Overview.aspx?FirstView=True,(786) 473-6647,GOVALDESLLC@GMAIL.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2AJ+A+B+LOGISTICS+AND+TRANSPORT+LLC%2A&SEARCHTYPE=,MC NUMBER,J A B LOGISTICS AND TRANSPORT LLC,UNAUTHORIZED,3552649,https://ai.fmcsa.dot.gov/SMS/Carrier/3552649/Overview.aspx?FirstView=True,(404) 499-4333,AWILFORD10@GMAIL.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2ASKYROAD+NEW+YORK+LLC%2A&SEARCHTYPE=,MC NUMBER,SKYROAD NEW YORK LLC,UNAUTHORIZED,3590910,https://ai.fmcsa.dot.gov/SMS/Carrier/3590910/Overview.aspx?FirstView=True,(305) 439-9664,CUSTOMER-RELATION@SKYROAD-INTERNATIONAL.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2ATEAM+MACC+IND+LLC%2A&SEARCHTYPE=,MC NUMBER,TEAM MACC IND LLC,UNAUTHORIZED,3643731,https://ai.fmcsa.dot.gov/SMS/Carrier/3643731/Overview.aspx?FirstView=True,(404) 966-5087,RSTEW30537@AOL.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2ASG+TRUCKLINES+INC%2A&SEARCHTYPE=,MC NUMBER,ASG TRUCKLINES INC,UNAUTHORIZED,3634654,https://ai.fmcsa.dot.gov/SMS/Carrier/3634654/Overview.aspx?FirstView=True,(917) 754-7526,ASGTRUCKLINESINC@GMAIL.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2ADOMINGUEZ+TRANSPORT+LLC%2A&SEARCHTYPE=,MC NUMBER,DOMINGUEZ TRANSPORT LLC,UNAUTHORIZED,3276671,https://ai.fmcsa.dot.gov/SMS/Carrier/3276671/Overview.aspx?FirstView=True,(612) 403-0155,AD492556@GMAIL.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2AKIMROUTE+FORWARD+INC%2A&SEARCHTYPE=,MC NUMBER,KIMROUTE FORWARD INC,UNAUTHORIZED,3686325,https://ai.fmcsa.dot.gov/SMS/Carrier/3686325/Overview.aspx?FirstView=True,(626) 510-5558,TASHINYIMA818@GMAIL.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2ADJ%2DAMTRUCKING+LLC%2A&SEARCHTYPE=,MC NUMBER,DJ-AMTRUCKING LLC,UNAUTHORIZED,3561312,https://ai.fmcsa.dot.gov/SMS/Carrier/3561312/Overview.aspx?FirstView=True,(803) 747-0512,JAYLONDA94@GMAIL.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2ATATUM+CRANE+INC%2A&SEARCHTYPE=,MC NUMBER,TATUM CRANE INC,UNAUTHORIZED,3376308,https://ai.fmcsa.dot.gov/SMS/Carrier/3376308/Overview.aspx?FirstView=True,,
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2AL%26M+LOGISTICS+LLC%2A&SEARCHTYPE=,MC NUMBER,LATTIMORE AND MITCHELL LOGISTIC LLC,UNAUTHORIZED,3661459,https://ai.fmcsa.dot.gov/SMS/Carrier/3661459/Overview.aspx?FirstView=True,(423) 308-9803,LMLLC.TRUCKING@GMAIL.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2ADMR+FREIGHT+LLC%2A&SEARCHTYPE=,MC NUMBER,DMR FREIGHT LLC,UNAUTHORIZED,3294860,https://ai.fmcsa.dot.gov/SMS/Carrier/3294860/Overview.aspx?FirstView=True,(817) 554-4132,DMRFREIGHT@OUTLOOK.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2AEDWIN+ARTURO+GONZALEZ%2A&SEARCHTYPE=,MC NUMBER,EDWIN ARTURO GONZALEZ,UNAUTHORIZED,1581500,https://ai.fmcsa.dot.gov/SMS/Carrier/1581500/Overview.aspx?FirstView=True,(910) 385-6690,
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2AEL+TORITO+TRUCKING+LLC%2A&SEARCHTYPE=,MC NUMBER,EL TORITO TRUCKING LLC,UNAUTHORIZED,2778754,https://ai.fmcsa.dot.gov/SMS/Carrier/2778754/Overview.aspx?FirstView=True,(832) 405-8663,JARMANDO980@GMAIL.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2AGC+RIVERA+LOGISTICS+LLC%2A&SEARCHTYPE=,MC NUMBER,GC RIVERA LOGISTICS LLC,UNAUTHORIZED,3588061,https://ai.fmcsa.dot.gov/SMS/Carrier/3588061/Overview.aspx?FirstView=True,(407) 324-6911,RIVERACHRISTOPHER01@GMAIL.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2AEAD+TRUCKING+LLC%2A&SEARCHTYPE=,MC NUMBER,A&J ROAD AHEAD TRUCKING LLC,UNAUTHORIZED,3599624,https://ai.fmcsa.dot.gov/SMS/Carrier/3599624/Overview.aspx?FirstView=True,(305) 336-5593,MYRTIL1992@GMAIL.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2AHEIR+LOGISTICS+LLC%2A&SEARCHTYPE=,MC NUMBER,HEIR LOGISTICS LLC,UNAUTHORIZED,3673850,https://ai.fmcsa.dot.gov/SMS/Carrier/3673850/Overview.aspx?FirstView=True,(808) 772-3338,1TRANSCORPS@GMAIL.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2AC%26C+EXCAVATING+LLC%2A&SEARCHTYPE=,MC NUMBER,C&C EXCAVATING LLC,UNAUTHORIZED,2548949,https://ai.fmcsa.dot.gov/SMS/Carrier/2548949/Overview.aspx?FirstView=True,(386) 364-4993,KENDALL.CCSITEPREP@GMAIL.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2ACJ+LOGISTICS+INC%2A&SEARCHTYPE=,MC NUMBER,CJ LOGISTICS INC,UNAUTHORIZED,1788545,https://ai.fmcsa.dot.gov/SMS/Carrier/1788545/Overview.aspx?FirstView=True,(562) 483-9414,CJLOGISTICSINC@GMAIL.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2AMAP+TRUCKING+LLC%2A&SEARCHTYPE=,MC NUMBER,MAP TRUCKING LLC,UNAUTHORIZED,2032192,https://ai.fmcsa.dot.gov/SMS/Carrier/2032192/Overview.aspx?FirstView=True,(912) 449-5869,
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2AC%26J+LAWN+CARE+LLC%2A&SEARCHTYPE=,MC NUMBER,C&J LAWN CARE LLC,UNAUTHORIZED,2295443,https://ai.fmcsa.dot.gov/SMS/Carrier/2295443/Overview.aspx?FirstView=True,,
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2ATOWING+SOLUTIONS+LLC%2A&SEARCHTYPE=,MC NUMBER,ACE TOWING SOLUTIONS LLC,UNAUTHORIZED,3454103,https://ai.fmcsa.dot.gov/SMS/Carrier/3454103/Overview.aspx?FirstView=True,(336) 488-4058,ACETOWINGSOLUTIONS@YAHOO.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2AEZ+TRUCKING+LLC%2A&SEARCHTYPE=,MC NUMBER,2 EZ TRUCKING LLC,UNAUTHORIZED,2967698,https://ai.fmcsa.dot.gov/SMS/Carrier/2967698/Overview.aspx?FirstView=True,(912) 402-7425,NAKIA.GARCIA122814@GMAIL.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2AKEITH+COLLINS%2A&SEARCHTYPE=,MC NUMBER,KEITH COLLINS,UNAUTHORIZED,3209806,https://ai.fmcsa.dot.gov/SMS/Carrier/3209806/Overview.aspx?FirstView=True,(832) 687-3907,TEXASKINGFISH@GMAIL.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2AMEK+CONCRETE+LLC%2A&SEARCHTYPE=,MC NUMBER,MEK CONCRETE LLC,UNAUTHORIZED,3116769,https://ai.fmcsa.dot.gov/SMS/Carrier/3116769/Overview.aspx?FirstView=True,,
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2ASTR8+UP+HAULIN%2A&SEARCHTYPE=,MC NUMBER,BRANDON JACKSON,UNAUTHORIZED,3459642,https://ai.fmcsa.dot.gov/SMS/Carrier/3459642/Overview.aspx?FirstView=True,(240) 370-6506,JACKSONBRANDON295@GMAIL.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2ASP+TRUCKING+INC%2A&SEARCHTYPE=,MC NUMBER,BSP TRUCKING INC,UNAUTHORIZED,2466264,https://ai.fmcsa.dot.gov/SMS/Carrier/2466264/Overview.aspx?FirstView=True,(408) 824-2326,BOB@BSPTRUCKING.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2AMOUNTAIN+TOP+TRUCKING+LLC%2A&SEARCHTYPE=,MC NUMBER,MOUNTAIN TOP TRUCKING LLC,UNAUTHORIZED,3555124,https://ai.fmcsa.dot.gov/SMS/Carrier/3555124/Overview.aspx?FirstView=True,(503) 864-7973,ROBERTCLOUD884@GMAIL.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2AMAYRA%27S+MOVING+LLC%2A&SEARCHTYPE=,MC NUMBER,MAYRA'S MOVING LLC,UNAUTHORIZED,2955324,https://ai.fmcsa.dot.gov/SMS/Carrier/2955324/Overview.aspx?FirstView=True,(323) 509-0882,MERAZ1988@YMAIL.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2ANUBE+ROJA+TRUCKING+INC%2A&SEARCHTYPE=,MC NUMBER,NUBE ROJA TRUCKING INC,UNAUTHORIZED,3522593,https://ai.fmcsa.dot.gov/SMS/Carrier/3522593/Overview.aspx?FirstView=True,(831) 809-9405,NUBEROJACARDENASINC@GMAIL.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2AFREDRICK+KIHARA%2A&SEARCHTYPE=,MC NUMBER,FREDRICK KIHARA,UNAUTHORIZED,3597881,https://ai.fmcsa.dot.gov/SMS/Carrier/3597881/Overview.aspx?FirstView=True,(205) 306-8274,WAKAMANDE1977@ICLOUD.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2AJ+S+PAIGE+ENTERPRISE+LLC%2A&SEARCHTYPE=,MC NUMBER,J S PAIGE ENTERPRISE LLC,UNAUTHORIZED,3627352,https://ai.fmcsa.dot.gov/SMS/Carrier/3627352/Overview.aspx?FirstView=True,(713) 703-9676,JSPAIGEENTERPRISELLC@YAHOO.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2AGG+CANO+TRUCKING+LLC%2A&SEARCHTYPE=,MC NUMBER,GG CANO TRUCKING LLC,UNAUTHORIZED,3303543,https://ai.fmcsa.dot.gov/SMS/Carrier/3303543/Overview.aspx?FirstView=True,(323) 635-7966,GERDAV_03@HOTMAIL.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2ADIRECT+SERVICE+LOGISTICS+LLC%2A&SEARCHTYPE=,MC NUMBER,DIRECT SERVICE LOGISTICS LLC,UNAUTHORIZED,3645753,https://ai.fmcsa.dot.gov/SMS/Carrier/3645753/Overview.aspx?FirstView=True,(951) 961-7411,WILLLEMUS90@YAHOO.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2AJFB+TRANSPORTATION+LLC%2A&SEARCHTYPE=,MC NUMBER,JFB TRANSPORTATION LLC,UNAUTHORIZED,3121671,https://ai.fmcsa.dot.gov/SMS/Carrier/3121671/Overview.aspx?FirstView=True,(832) 466-8769,JFREMAN1012@GMAIL.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2AO%26K+FREIGHT+LINES+LLC%2A&SEARCHTYPE=,MC NUMBER,OSCAR O LOZOYA MENDOZA,UNAUTHORIZED,3607816,https://ai.fmcsa.dot.gov/SMS/Carrier/3607816/Overview.aspx?FirstView=True,(361) 701-1540,YESENIANORIEGA24@OUTLOOK.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2AEDWIN+JARAMILLO%2A&SEARCHTYPE=,MC NUMBER,EDWIN JARAMILLO,UNAUTHORIZED,3482099,https://ai.fmcsa.dot.gov/SMS/Carrier/3482099/Overview.aspx?FirstView=True,(469) 383-1245,REGULATORY@FINOCOMPANY.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2ARAUL+SOTO+CASTANEDA%2A&SEARCHTYPE=,MC NUMBER,CR SERVICES,UNAUTHORIZED,3414002,https://ai.fmcsa.dot.gov/SMS/Carrier/3414002/Overview.aspx?FirstView=True,(432) 202-1317,RCAPOSTLE@YAHOO.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2AORANGE+FORTUNE+COMPANY+LLC%2A&SEARCHTYPE=,MC NUMBER,ORANGE FORTUNE COMPANY LLC,UNAUTHORIZED,3543725,https://ai.fmcsa.dot.gov/SMS/Carrier/3543725/Overview.aspx?FirstView=True,(832) 299-8630,ORANGEFORTUNE2021@GMAIL.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2AETHAN+TRUCKING+LLC%2A&SEARCHTYPE=,MC NUMBER,ETHAN TRUCKING LLC,UNAUTHORIZED,3534160,https://ai.fmcsa.dot.gov/SMS/Carrier/3534160/Overview.aspx?FirstView=True,(817) 986-2055,LUPECALDERONM71@GMAIL.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2ASTENNETT+TRANSPORTATION+AND+LOGISTICS+LLC%2A&SEARCHTYPE=,MC NUMBER,STENNETT TRANSPORTATION AND LOGISTICS LLC,UNAUTHORIZED,3321479,https://ai.fmcsa.dot.gov/SMS/Carrier/3321479/Overview.aspx?FirstView=True,(860) 259-8186,GREYMAHOE@GMAIL.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2ATH+LOGISTICS+LLC%2A&SEARCHTYPE=,MC NUMBER,37 NORTH LOGISTICS LLC,UNAUTHORIZED,3190043,https://ai.fmcsa.dot.gov/SMS/Carrier/3190043/Overview.aspx?FirstView=True,(800) 871-3184,INFO@37NORTHLOGISTICS.COM
https://safer.fmcsa.dot.gov/CompanySnapshot.aspx,https://safer.fmcsa.dot.gov/keywordx.asp?searchstring=%2AHEARTLAND+HUTTERIAN+BRETHREN+INC%2A&SEARCHTYPE=,MC NUMBER,HEARTLAND HUTTERIAN BRETHREN INC,UNAUTHORIZED,1453816,https://ai.fmcsa.dot.gov/SMS/Carrier/1453816/Overview.aspx?FirstView=True,(507) 368-9589,HEARTJW73@GMAIL.COM
